Japan,Italy,Sweden,Chile,Spain,Israel,Korea,Latvia,Austria,Norway,United States,United Kingdom,Hungary,Portugal,Canada,Lithuania,Iceland,Ireland,Czech Republic,Mexico,Slovak Republic,Poland,Costa Rica,Netherlands,Colombia,Slovenia,Finland,Luxembourg,Switzerland,New Zealand,Turkey,Greece,Germany,Belgium,Denmark,Estonia,France,Australia
5690756.0,362502517.0,9010408.0,11243.0,65409856.0,11365000.0,103329000.0,2687037.0,278952850.0,574456.0,12800000.0,23274665.0,104921000.0,2293500.0,356468.0,5687498.0,46044.0,2341528.0,53740674.0,470042.0,61756424.0,50129000.0,44567.0,67479484.0,684499.0,0.0,6042725.0,2492487.0,40923408.0,130935.0,47168471.0,8766620.0,435963267.0,52401469.0,6976035.0,1015128.0,89322652.0,2874811.0
48430238.0,145884210.0,989838323.0,3706903.0,71549150.0,5265000.0,36406000.0,44837827.0,54400327.0,99334204.0,213700000.0,187100302.0,27510000.0,21098787.0,19366894.0,33622509.0,2587468.0,35683372.0,66243194.0,8398034.0,13518809.0,115863000.0,609613.0,452650775.0,22725023.0,5079594.0,0.0,5297332.0,72050253.0,1139449.0,17801506.0,15604947.0,978491598.0,208538676.0,243618618.0,221369575.0,169762928.0,12238870.0
10774559.0,55278001.0,13339544.0,18820.0,29364353.0,1809000.0,0.0,805842.0,81777446.0,4671232.0,104800000.0,24900485.0,9700000.0,6642005.0,5740710.0,1455980.0,16124.0,5378581.0,11897560.0,785764.0,11020035.0,15101000.0,78.0,109609222.0,195412.0,2697035.0,2711997.0,104.0,24224504.0,15434.0,4833943.0,441908.0,633635535.0,699959125.0,3569653.0,31069.0,239893187.0,218117.0
258431865.0,2299516720.0,168086987.0,50253242.0,494568345.0,466248000.0,49579000.0,15050794.0,792504188.0,60890449.0,3874100000.0,805554116.0,94743000.0,45996492.0,94409586.0,12754596.0,3267592.0,532956312.0,190108893.0,130263137.0,111686286.0,137619000.0,10789516.0,639032174.0,44948844.0,33518464.0,83804872.0,12923545.0,0.0,9418752.0,66537711.0,13068755.0,5499825453.0,694364907.0,82892613.0,9201462.0,1593022014.0,43298649.0
181185410.0,36538908.0,12577893.0,3498733.0,14169188.0,2806000.0,113956000.0,627845.0,13353310.0,2698641.0,249200000.0,89308857.0,1305000.0,752759.0,25307348.0,1032942.0,637006.0,7912918.0,4789272.0,16833345.0,2571834.0,4624000.0,154829.0,32007295.0,417868.0,485078.0,7375277.0,347413.0,16094367.0,0.0,4481547.0,1610970.0,99695193.0,25682279.0,10877572.0,120460.0,27532890.0,557391578.0
191418421.0,1098006008.0,156065140.0,27112487.0,548033317.0,168566000.0,506854000.0,10371690.0,131441325.0,82188225.0,800900000.0,425500167.0,150206000.0,51795828.0,72691284.0,28852773.0,850242.0,54399426.0,184815487.0,20979545.0,126965038.0,271062000.0,3978283.0,526201641.0,10043434.0,24361603.0,74577309.0,11804890.0,180784591.0,4077205.0,0.0,481051299.0,2640760714.0,465084805.0,69709996.0,10866766.0,777148626.0,55761051.0
9128317.0,432784525.0,26073839.0,28731773.0,167759975.0,9833000.0,51913000.0,1122935.0,40961325.0,11536282.0,106100000.0,108268288.0,32908000.0,27569794.0,6021533.0,3019306.0,368703.0,34279258.0,22383545.0,1702439.0,13401336.0,55637000.0,86510.0,216967565.0,1605738.0,6454313.0,14193044.0,2392493.0,75313802.0,3044585.0,96154158.0,0.0,512950371.0,127483209.0,41410484.0,432539.0,233760584.0,666158.0
1474137462.0,5248831478.0,1395545927.0,90319874.0,2642086753.0,131297000.0,581414000.0,167642308.0,4335397128.0,1767708707.0,3760900000.0,3687774421.0,2364900000.0,617808301.0,259209675.0,275459164.0,84960248.0,886539693.0,4287810042.0,382819114.0,1609741537.0,4266160000.0,20575746.0,11401021232.0,169554513.0,518821454.0,594665885.0,343628559.0,3932784490.0,65182692.0,1049374731.0,225380043.0,0.0,6770506568.0,1283703608.0,71874727.0,8478248014.0,289801335.0
405975824.0,1285168170.0,746275188.0,144675508.0,668967151.0,314980000.0,202132000.0,34003616.0,175241680.0,412112048.0,2927800000.0,1788897538.0,134680000.0,163102093.0,223415751.0,81349536.0,7542154.0,1207328485.0,348608590.0,95979080.0,107827027.0,366570000.0,3460758.0,5169623551.0,50623397.0,29148170.0,224238635.0,161142126.0,516064050.0,23911696.0,212133624.0,43983164.0,4902984239.0,0.0,119265274.0,24372230.0,3603477921.0,155948352.0
26415928.0,251859317.0,883297652.0,9216637.0,129648187.0,6422000.0,29891000.0,28517163.0,73755423.0,403611486.0,148500000.0,309312291.0,65758000.0,28264494.0,21843009.0,46414013.0,10191412.0,52863586.0,92155677.0,9720142.0,67054299.0,277195000.0,2045755.0,579342191.0,9518327.0,29541153.0,110885763.0,7794039.0,79607542.0,5817262.0,68770546.0,17785219.0,1703152273.0,269143234.0,0.0,28068493.0,264798750.0,9638901.0
41572321.0,44533923.0,96169994.0,646036.0,16664416.0,1494000.0,19139000.0,133141077.0,13849495.0,18074005.0,22100000.0,35877028.0,19990000.0,2882987.0,1192789.0,96799779.0,256158.0,1981712.0,19862876.0,1052094.0,6022530.0,100738000.0,0.0,91883548.0,333419.0,3108867.0,218421258.0,357194.0,12174456.0,317270.0,13277662.0,1675962.0,201934349.0,33701152.0,25604895.0,0.0,40052104.0,1710879.0
606420985.0,4591702109.0,735453351.0,117768654.0,4589787677.0,123740000.0,577557000.0,30405106.0,586334777.0,881921343.0,0.0,3083746866.0,418474000.0,623362300.0,204790053.0,58320959.0,18982370.0,470133224.0,682446058.0,104809501.0,405233221.0,966440000.0,8211541.0,3811383353.0,62305588.0,139704334.0,219106422.0,177633302.0,1333302992.0,28766353.0,496308600.0,97045884.0,10859322652.0,6062017639.0,325395829.0,19084149.0,0.0,90569636.0
1504560167.0,338596014.0,165769024.0,63645926.0,537407137.0,37130000.0,895646000.0,797736.0,76330069.0,23135706.0,1981600000.0,499927414.0,17862000.0,7909304.0,121252844.0,709854.0,442056.0,69975653.0,71234120.0,99420362.0,37506965.0,43683000.0,76414.0,196966263.0,4488763.0,11299930.0,55946333.0,4262026.0,239376243.0,616859538.0,39723453.0,13128669.0,996859450.0,188208436.0,69829609.0,4264778.0,405064478.0,0.0
